order_id,order_status,order_at
OD157957653382567,RECEIVED,2020-01-21T03:15:33.000Z
OD157957671854099,REJECTED,2020-01-21T03:18:38.000Z
OD157958674962254,RECEIVED,2020-01-21T06:05:49.000Z
OD157958037003718,RECEIVED,2020-01-21T04:19:30.000Z
OD157957713386120,RECEIVED,2020-01-21T03:25:33.000Z
OD157958390958746,RECEIVED,2020-01-21T05:18:29.000Z
OD157957174446340,RECEIVED,2020-01-21T01:55:44.000Z
OD157957719831366,RECEIVED,2020-01-21T03:26:38.000Z
OD157957612697811,RECEIVED,2020-01-21T03:08:46.000Z
OD157958215584267,RECEIVED,2020-01-21T04:49:15.000Z
OD157958160770193,RECEIVED,2020-01-21T04:40:07.000Z
OD157957160178780,RECEIVED,2020-01-21T01:53:21.000Z
OD157956922092430,RECEIVED,2020-01-21T01:13:40.000Z
OD157957080211783,RECEIVED,2020-01-21T01:40:02.000Z
OD157965502150727,RECEIVED,2020-01-22T01:03:41.000Z
OD157966178608943,REJECTED,2020-01-22T02:56:26.000Z
OD157966263160023,RECEIVED,2020-01-22T03:10:31.000Z
OD157966464637093,REJECTED,2020-01-22T03:44:06.000Z
OD157966932603236,RECEIVED,2020-01-22T05:02:06.000Z
OD157965880624238,RECEIVED,2020-01-22T02:06:46.000Z
OD157966734095819,RECEIVED,2020-01-22T04:29:00.000Z
OD157966531024363,RECEIVED,2020-01-22T03:55:10.000Z
OD157966196123360,REJECTED,2020-01-22T02:59:21.000Z
OD157967281884365,RECEIVED,2020-01-22T06:00:18.000Z
OD157975139647399,REJECTED,2020-01-23T03:49:56.000Z
OD15797459687412,RECEIVED,2020-01-23T02:19:28.000Z
OD15800950335250,RECEIVED,2020-01-27T03:17:13.000Z
OD158009402254535,RECEIVED,2020-01-27T03:00:22.000Z
OD158010541696520,RECEIVED,2020-01-27T06:10:16.000Z
OD158019150334898,RECEIVED,2020-01-28T06:05:03.000Z
OD15801832003674,RECEIVED,2020-01-28T03:46:40.000Z
OD158018263277724,RECEIVED,2020-01-28T03:37:12.000Z
OD158029680415153,RECEIVED,2020-01-29T11:20:04.000Z
OD158986802427127,PARTIAL_DELIVERED,2020-05-19T06:00:24.000Z
OD158986792043142,RECEIVED,2020-05-19T05:58:40.000Z
OD158986807840187,RECEIVED,2020-05-19T06:01:18.000Z
OD158986818828480,RECEIVED,2020-05-19T06:03:08.000Z
OD158986730901052,RECEIVED,2020-05-19T05:48:29.000Z
OD158986780141443,RECEIVED,2020-05-19T05:56:41.000Z
OD158986708635616,RECEIVED,2020-05-19T05:44:46.000Z
OD158986782226776,RECEIVED,2020-05-19T05:57:02.000Z
OD158986800443882,RECEIVED,2020-05-19T06:00:04.000Z
OD158986786247248,PARTIAL_REJECTED,2020-05-19T05:57:42.000Z
OD158986782898033,RECEIVED,2020-05-19T05:57:09.000Z
OD15898672612486,RECEIVED,2020-05-19T05:47:41.000Z
OD158986747145372,CANCELLED,2020-05-19T05:51:11.000Z
OD158986739067139,RECEIVED,2020-05-19T05:49:50.000Z
OD158986717736590,RECEIVED,2020-05-19T05:46:17.000Z
OD158986717623564,RECEIVED,2020-05-19T05:46:16.000Z
OD158986725226451,RECEIVED,2020-05-19T05:47:32.000Z
OD158986729261125,RECEIVED,2020-05-19T05:48:12.000Z
OD158986715287760,RECEIVED,2020-05-19T05:45:52.000Z
OD15898672146873,RECEIVED,2020-05-19T05:46:54.000Z
OD159193988888246,RECEIVED,2020-06-12T05:31:28.000Z
OD159194021600964,FAILED_DELIVERY,2020-06-12T05:36:56.000Z
OD159193431058882,RECEIVED,2020-06-12T03:58:30.000Z
OD15919324751153,RECEIVED,2020-06-12T03:27:55.000Z
OD159193330433026,CANCELLED,2020-06-12T03:41:44.000Z
OD159193333695588,RECEIVED,2020-06-12T03:42:16.000Z
OD15919331701377,RECEIVED,2020-06-12T03:39:30.000Z
OD159193253586145,RECEIVED,2020-06-12T03:28:55.000Z
OD15919306658821,RECEIVED,2020-06-12T02:57:45.000Z
OD159193064363613,RECEIVED,2020-06-12T02:57:23.000Z
OD159192611364333,RECEIVED,2020-06-12T01:41:53.000Z
OD159192624658924,RECEIVED,2020-06-12T01:44:06.000Z
OD159192135341697,RECEIVED,2020-06-12T00:22:33.000Z
OD159202310167448,RECEIVED,2020-06-13T04:38:21.000Z
OD159201544924549,RECEIVED,2020-06-13T02:30:49.000Z
OD159201551185856,RECEIVED,2020-06-13T02:31:51.000Z
OD159201388803825,RECEIVED,2020-06-13T02:04:48.000Z
OD15922065535405,RECEIVED,2020-06-15T07:35:53.000Z
OD15922050856663,FAILED_DELIVERY,2020-06-15T07:11:25.000Z
OD159220552166339,RECEIVED,2020-06-15T07:18:41.000Z
OD159220502680288,RECEIVED,2020-06-15T07:10:26.000Z
OD15922050894885,RECEIVED,2020-06-15T07:11:29.000Z
OD159220375984869,RECEIVED,2020-06-15T06:49:19.000Z
OD159220372603431,REJECTED,2020-06-15T06:48:46.000Z
OD15922024088999,REJECTED,2020-06-15T06:26:48.000Z
OD159220108623919,RECEIVED,2020-06-15T06:04:46.000Z
OD15922005883559,CANCELLED,2020-06-15T05:56:28.000Z
OD159220057535736,REJECTED,2020-06-15T05:56:15.000Z
OD159220026887356,CANCELLED,2020-06-15T05:51:08.000Z
OD159219955644383,RECEIVED,2020-06-15T05:39:16.000Z
OD159219859223135,RECEIVED,2020-06-15T05:23:12.000Z
OD159229101464585,CANCELLED,2020-06-16T07:03:34.000Z
OD159229103131242,CANCELLED,2020-06-16T07:03:51.000Z
OD159229009338231,FAILED_DELIVERY,2020-06-16T06:48:13.000Z
OD15922814890237,RECEIVED,2020-06-16T04:24:49.000Z
OD159228126548614,RECEIVED,2020-06-16T04:21:05.000Z
OD159227667140720,CANCELLED,2020-06-16T03:04:31.000Z
OD159237253634539,CANCELLED,2020-06-17T05:42:16.000Z
OD159236203287886,PARTIAL_DELIVERED,2020-06-17T02:47:12.000Z
OD159246385210299,REJECTED,2020-06-18T07:04:12.000Z
OD159246257981189,CANCELLED,2020-06-18T06:42:59.000Z
OD159245430172944,CANCELLED,2020-06-18T04:25:01.000Z
OD159245060760866,PARTIAL_DELIVERED,2020-06-18T03:23:27.000Z
OD159244512448965,PARTIAL_DELIVERED,2020-06-18T01:52:04.000Z
OD159255779804077,RECEIVED,2020-06-19T09:09:58.000Z
OD159255623399365,CANCELLED,2020-06-19T08:43:54.000Z
OD159255318197566,REJECTED,2020-06-19T07:53:01.000Z
OD159254693393327,RECEIVED,2020-06-19T06:08:53.000Z
OD159254577676499,PARTIAL_REJECTED,2020-06-19T05:49:36.000Z
OD159253927315627,REJECTED,2020-06-19T04:01:13.000Z
OD159253159184426,RECEIVED,2020-06-19T01:53:11.000Z
OD15926326553921,RECEIVED,2020-06-20T05:57:35.000Z
OD159262802665461,RECEIVED,2020-06-20T04:40:26.000Z
OD159281014509197,PARTIAL_REJECTED,2020-06-22T07:15:45.000Z
OD15928017575256,CANCELLED,2020-06-22T04:55:57.000Z
OD159288035765815,FAILED_DELIVERY,2020-06-23T02:45:57.000Z
OD159300322211512,RECEIVED,2020-06-24T12:53:42.000Z
OD159298141217652,RECEIVED,2020-06-24T06:50:12.000Z
OD159306010153573,PARTIAL_REJECTED,2020-06-25T04:41:41.000Z
OD159305980083083,CANCELLED,2020-06-25T04:36:40.000Z
OD159305993632716,CANCELLED,2020-06-25T04:38:56.000Z
OD159305539297983,CANCELLED,2020-06-25T03:23:12.000Z
OD159315901953856,RECEIVED,2020-06-26T08:10:19.000Z
OD159315783540535,CANCELLED,2020-06-26T07:50:35.000Z
OD159315838483833,REJECTED,2020-06-26T07:59:44.000Z
OD159315749438073,CANCELLED,2020-06-26T07:44:54.000Z
OD159315734616035,CANCELLED,2020-06-26T07:42:26.000Z
OD159315744723953,CANCELLED,2020-06-26T07:44:07.000Z
OD159315730320488,CANCELLED,2020-06-26T07:41:43.000Z
OD159314931159646,CANCELLED,2020-06-26T05:28:31.000Z
OD159314538951675,REJECTED,2020-06-26T04:23:09.000Z
OD159313637688284,REJECTED,2020-06-26T01:52:56.000Z
OD159323158846635,CANCELLED,2020-06-27T04:19:48.000Z
OD159322625189932,CANCELLED,2020-06-27T02:50:51.000Z
OD159341874270682,RECEIVED,2020-06-29T08:19:02.000Z
OD159339780410664,CANCELLED,2020-06-29T02:30:04.000Z
OD159348957014389,CANCELLED,2020-06-30T03:59:30.000Z
OD159358531799564,CANCELLED,2020-07-01T06:35:18.000Z
OD159375826575250,CANCELLED,2020-07-03T06:37:45.000Z
OD159375509667710,CANCELLED,2020-07-03T05:44:56.000Z
OD159384437587394,CANCELLED,2020-07-04T06:32:55.000Z
OD159383455158854,CANCELLED,2020-07-04T03:49:11.000Z
OD159403819882596,REJECTED,2020-07-06T12:23:18.000Z
OD159401130202344,CANCELLED,2020-07-06T04:55:02.000Z
OD159401103279927,CANCELLED,2020-07-06T04:50:32.000Z
OD159401119581323,CANCELLED,2020-07-06T04:53:15.000Z
OD159400267003038,CANCELLED,2020-07-06T02:31:10.000Z
OD159412701753934,RECEIVED,2020-07-07T13:03:37.000Z
OD159408919805216,RECEIVED,2020-07-07T02:33:18.000Z
OD159418910409428,RECEIVED,2020-07-08T06:18:24.000Z
OD159418894557775,RECEIVED,2020-07-08T06:15:45.000Z
OD159417879339421,RECEIVED,2020-07-08T03:26:33.000Z
OD159417532214387,CANCELLED,2020-07-08T02:28:42.000Z
OD159417573909863,RECEIVED,2020-07-08T02:35:39.000Z
OD159417288525812,RECEIVED,2020-07-08T01:48:05.000Z
OD159565435644076,RECEIVED,2020-07-25T05:19:16.000Z
OD159565445000033,RECEIVED,2020-07-25T05:20:50.000Z
OD159565411576870,RECEIVED,2020-07-25T05:15:15.000Z
OD159565402606446,RECEIVED,2020-07-25T05:13:46.000Z
OD15956539289776,RECEIVED,2020-07-25T05:12:09.000Z
OD159565473812292,RECEIVED,2020-07-25T05:25:38.000Z
OD159565434875286,RECEIVED,2020-07-25T05:19:08.000Z
OD159565432914028,RECEIVED,2020-07-25T05:18:49.000Z
OD159565367695159,RECEIVED,2020-07-25T05:07:56.000Z
OD159565478115284,RECEIVED,2020-07-25T05:26:21.000Z
OD159565384673647,RECEIVED,2020-07-25T05:10:46.000Z
OD15956539228790,RECEIVED,2020-07-25T05:12:02.000Z
OD159565427386496,RECEIVED,2020-07-25T05:17:53.000Z
OD159565378534356,RECEIVED,2020-07-25T05:09:45.000Z
OD159565440463841,RECEIVED,2020-07-25T05:20:04.000Z
OD159565454027817,RECEIVED,2020-07-25T05:22:20.000Z
OD159565362060742,RECEIVED,2020-07-25T05:07:00.000Z
OD159565464261823,RECEIVED,2020-07-25T05:24:02.000Z
OD159565345893042,CANCELLED,2020-07-25T05:04:18.000Z
OD159565411139276,RECEIVED,2020-07-25T05:15:11.000Z
OD159730156576457,RECEIVED,2020-08-13T06:52:45.000Z
OD159730084449971,RECEIVED,2020-08-13T06:40:44.000Z
OD159729971825540,RECEIVED,2020-08-13T06:21:58.000Z
OD159730002216753,RECEIVED,2020-08-13T06:27:02.000Z
OD159729928822087,RECEIVED,2020-08-13T06:14:48.000Z
OD159729829871551,RECEIVED,2020-08-13T05:58:18.000Z
OD159729492735189,RECEIVED,2020-08-13T05:02:07.000Z
OD159729478503422,RECEIVED,2020-08-13T04:59:45.000Z
OD159729474985586,RECEIVED,2020-08-13T04:59:09.000Z
OD159729448765232,RECEIVED,2020-08-13T04:54:47.000Z
OD159729431982144,CANCELLED,2020-08-13T04:51:59.000Z
OD159729419137885,RECEIVED,2020-08-13T04:49:51.000Z
OD15972936620997,RECEIVED,2020-08-13T04:41:02.000Z
OD159729334153362,RECEIVED,2020-08-13T04:35:41.000Z
OD159729363165621,RECEIVED,2020-08-13T04:40:31.000Z
OD159729334749181,RECEIVED,2020-08-13T04:35:47.000Z
OD159729340106657,RECEIVED,2020-08-13T04:36:41.000Z
OD159729320487062,RECEIVED,2020-08-13T04:33:24.000Z
OD159729280892212,RECEIVED,2020-08-13T04:26:48.000Z
OD159729256286890,RECEIVED,2020-08-13T04:22:42.000Z
OD159729110530398,RECEIVED,2020-08-13T03:58:25.000Z
